ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,AmharicGloss
Maiyu-190_maybecouldbe-1,,Maiyu,190_maybecouldbe,jɛ́bʊga,jɛ́bʊga,j ɛ́/ɛ b ʊ g a,,Bremer2016,,,^ j ɛ́ b ʊ g a $,default,ምን አልባት
Fadashi-190_maybecouldbe-1,,Fadashi,190_maybecouldbe,gaːʔí,gaːʔí,g aː ʔ í/i,,Bremer2016,,,^ g aː ʔ í $,default,ምን አልባት
Undulu-190_maybecouldbe-1,,Undulu,190_maybecouldbe,amɪʃéːká,amɪʃéːká,a m ɪ ʃ éː/eː k á/a,,Bremer2016,,,^ a m ɪ ʃ éː k á $,default,ምን አልባት
BelejeGonfoye-190_maybecouldbe-1,,BelejeGonfoye,190_maybecouldbe,aneʔale,aneʔale,a n e ʔ a l e,,Bremer2016,,,^ a n e ʔ a l e $,default,ምን አልባት
Maiyu-191_thinkreflect-1,,Maiyu,191_thinkreflect,sɛŋzeŋa,sɛŋzeŋa,s ɛ ŋ z e ŋ a,,Bremer2016,,,^ s ɛ ŋ z e ŋ a $,default,አሰበ
Fadashi-191_thinkreflect-1,,Fadashi,191_thinkreflect,sɛːŋané,sɛːŋané,s ɛː ŋ a n é/e,,Bremer2016,,,^ s ɛː ŋ a n é $,default,አሰበ
Undulu-191_thinkreflect-1,,Undulu,191_thinkreflect,senːa,senːa,s e nː a,,Bremer2016,,,^ s e nː a $,default,አሰበ
BelejeGonfoye-191_thinkreflect-1,,BelejeGonfoye,191_thinkreflect,dʒɛːrɛne,dʒɛːrɛne,dʒ ɛː r ɛ n e,,Bremer2016,,,^ dʒ ɛː r ɛ n e $,default,አሰበ
Maiyu-192_lazy-1,,Maiyu,192_lazy,sɔsɔʔ,sɔsɔʔ,s ɔ s ɔ ʔ,,Bremer2016,,,^ s ɔ s ɔ ʔ $,default,ሰነፈ
Fadashi-192_lazy-1,,Fadashi,192_lazy,soːsoʔ,soːsoʔ,s oː s o ʔ,,Bremer2016,,,^ s oː s o ʔ $,default,ሰነፈ
Undulu-192_lazy-1,,Undulu,192_lazy,zozo,zozo,z o z o,,Bremer2016,,,^ z o z o $,default,ሰነፈ
BelejeGonfoye-192_lazy-1,,BelejeGonfoye,192_lazy,dʒódʒó,dʒódʒó,dʒ ó/o dʒ ó/o,,Bremer2016,,,^ dʒ ó dʒ ó $,default,ሰነፈ
Maiyu-193_mud-1,,Maiyu,193_mud,sʊre,sʊre,s ʊ r e,,Bremer2016,,,^ s ʊ r e $,default,ጭቃ
Fadashi-193_mud-1,,Fadashi,193_mud,sure,sure,s u r e,,Bremer2016,,,^ s u r e $,default,ጭቃ
Undulu-193_mud-1,,Undulu,193_mud,gaːma,gaːma,g aː m a,,Bremer2016,,,^ g aː m a $,default,ጭቃ
BelejeGonfoye-193_mud-1,,BelejeGonfoye,193_mud,átoʔkó,átoʔkó,á/a t o ʔ k ó/o,,Bremer2016,,,^ á t o ʔ k ó $,default,ጭቃ
Maiyu-194_i1sg-1,,Maiyu,194_i1sg,ali,ali,a l i,,Bremer2016,,,^ a l i $,default,ኣኔ
Fadashi-194_i1sg-1,,Fadashi,194_i1sg,ali,ali,a l i,,Bremer2016,,,^ a l i $,default,ኣኔ
Undulu-194_i1sg-1,,Undulu,194_i1sg,ali,ali,a l i,,Bremer2016,,,^ a l i $,default,ኣኔ
BelejeGonfoye-194_i1sg-1,,BelejeGonfoye,194_i1sg,ali,ali,a l i,,Bremer2016,,,^ a l i $,default,ኣኔ
Maiyu-195_you2sg-1,,Maiyu,195_you2sg,ŋgó,ŋgó,ŋ g ó/o,,Bremer2016,,,^ ŋ g ó $,default,ኣንተ
Fadashi-195_you2sg-1,,Fadashi,195_you2sg,ngo,ngo,n g o,,Bremer2016,,,^ n g o $,default,ኣንተ
Undulu-195_you2sg-1,,Undulu,195_you2sg,ɲɦó,ɲɦó,ɲ ɦ ó/o,,Bremer2016,,,^ ɲ ɦ ó $,default,ኣንተ
BelejeGonfoye-195_you2sg-1,,BelejeGonfoye,195_you2sg,ngo,ngo,n g o,,Bremer2016,,,^ n g o $,default,ኣንተ
Maiyu-196_hesheit3sg-1,,Maiyu,196_hesheit3sg,ɲine,ɲine,ɲ i n e,,Bremer2016,,,^ ɲ i n e $,default,
Fadashi-196_hesheit3sg-1,,Fadashi,196_hesheit3sg,ɲine,ɲine,ɲ i n e,,Bremer2016,,,^ ɲ i n e $,default,
Undulu-196_hesheit3sg-1,,Undulu,196_hesheit3sg,ɪnːe,ɪnːe,ɪ nː e,,Bremer2016,,,^ ɪ nː e $,default,
BelejeGonfoye-196_hesheit3sg-1,,BelejeGonfoye,196_hesheit3sg,ɪnːe,ɪnːe,ɪ nː e,,Bremer2016,,,^ ɪ nː e $,default,
Maiyu-197_we1pl-1,,Maiyu,197_we1pl,haθáŋ,haθáŋ,h a θ á/a ŋ,,Bremer2016,,,^ h a θ á ŋ $,default,
Fadashi-197_we1pl-1,,Fadashi,197_we1pl,həni,həni,h ə n i,,Bremer2016,,,^ h ə n i $,default,
Undulu-197_we1pl-1,,Undulu,197_we1pl,ɪnːka,ɪnːka,ɪ nː k a,,Bremer2016,,,^ ɪ nː k a $,default,
BelejeGonfoye-197_we1pl-1,,BelejeGonfoye,197_we1pl,ŋːa,ŋːa,ŋː a,,Bremer2016,,,^ ŋː a $,default,
Maiyu-198_youpl2pl-1,,Maiyu,198_youpl2pl,haθú,haθú,h a θ ú/u,,Bremer2016,,,^ h a θ ú $,default,
Fadashi-198_youpl2pl-1,,Fadashi,198_youpl2pl,halu,halu,h a l u,,Bremer2016,,,^ h a l u $,default,
Undulu-198_youpl2pl-1,,Undulu,198_youpl2pl,haθú,haθú,h a θ ú/u,,Bremer2016,,,^ h a θ ú $,default,
BelejeGonfoye-198_youpl2pl-1,,BelejeGonfoye,198_youpl2pl,halú,halú,h a l ú/u,,Bremer2016,,,^ h a l ú $,default,
Maiyu-199_they3pl-1,,Maiyu,199_they3pl,məré,məré,m ə r é/e,,Bremer2016,,,^ m ə r é $,default,
Fadashi-199_they3pl-1,,Fadashi,199_they3pl,maré,maré,m a r é/e,,Bremer2016,,,^ m a r é $,default,
Undulu-199_they3pl-1,,Undulu,199_they3pl,maré,maré,m a r é/e,,Bremer2016,,,^ m a r é $,default,
BelejeGonfoye-199_they3pl-1,,BelejeGonfoye,199_they3pl,maré,maré,m a r é/e,,Bremer2016,,,^ m a r é $,default,
Maiyu-200_whisper-1,,Maiyu,200_whisper,hahaʃa,hahaʃa,h a h a ʃ a,,Bremer2016,,,^ h a h a ʃ a $,default,አንሾካሾከ
Fadashi-200_whisper-1,,Fadashi,200_whisper,haːʃa,haːʃa,h aː ʃ a,,Bremer2016,,,^ h aː ʃ a $,default,አንሾካሾከ
Undulu-200_whisper-1,,Undulu,200_whisper,hahasha,hahasha,h a h a sh/ʃ a,,Bremer2016,,,^ h a h a sh a $,default,አንሾካሾከ
BelejeGonfoye-200_whisper-1,,BelejeGonfoye,200_whisper,haːsɪne,haːsɪne,h aː s ɪ n e,,Bremer2016,,,^ h aː s ɪ n e $,default,አንሾካሾከ
