ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,AmharicGloss
BelejeGonfoye-72_bebecomewet-1,,BelejeGonfoye,72_bebecomewet,ɓutʃ’i,ɓutʃ’i,ɓ u tʃ ʔ i,,Bremer2016,,,^ ɓ u tʃ ’ i $,default,ራሰ፣ረጠበ
Fadashi-73_uncle-1,,Fadashi,73_uncle,bobo gwalé,bobo_gwalé,b o b o + g w a l é/e,,Bremer2016,,,^ b o b o _ gw a l é $,default,
BelejeGonfoye-73_uncle-1,,BelejeGonfoye,73_uncle,boːbo agudane,boːbo_agudane,b oː b o + a g u d a n e,,Bremer2016,,,^ b oː b o _ a g u d a n e $,default,
Maiyu-74_body-1,,Maiyu,74_body,bʊsk’e,bʊsk’e,b ʊ s k ʔ e,,Bremer2016,,,^ b ʊ s k ’ e $,default,ሰውነት
Fadashi-74_body-1,,Fadashi,74_body,bus’ike,bus’ike,b u s ʔ i k e,,Bremer2016,,,^ b u s ’ i k e $,default,ሰውነት
Undulu-74_body-1,,Undulu,74_body,bɪsk’e,bɪsk’e,b ɪ s k ʔ e,,Bremer2016,,,^ b ɪ s k ’ e $,default,ሰውነት
BelejeGonfoye-74_body-1,,BelejeGonfoye,74_body,bɪsɪk’e,bɪsɪk’e,b ɪ s ɪ k ʔ e,,Bremer2016,,,^ b ɪ s ɪ k ’ e $,default,ሰውነት
Maiyu-75_giveit-1,,Maiyu,75_giveit,daː,daː,d aː,,Bremer2016,,,^ d aː $,default,ሰጠ
Fadashi-75_giveit-1,,Fadashi,75_giveit,ndɛne,ndɛne,n d ɛ n e,,Bremer2016,,,^ n d ɛ n e $,default,ሰጠ
Undulu-75_giveit-1,,Undulu,75_giveit,ndɪné,ndɪné,n d ɪ n é/e,,Bremer2016,,,^ n d ɪ n é $,default,ሰጠ
BelejeGonfoye-75_giveit-1,,BelejeGonfoye,75_giveit,ndɛnːe,ndɛnːe,n d ɛ nː e,,Bremer2016,,,^ n d ɛ nː e $,default,ሰጠ
Maiyu-76_fatn-1,,Maiyu,76_fatn,mək’ɔʃ,mək’ɔʃ,m ə k ʔ ɔ ʃ,,Bremer2016,,,^ m ə k ’ ɔ ʃ $,default,ጮማ
Fadashi-76_fatn-1,,Fadashi,76_fatn,mək’oʃ,mək’oʃ,m ə k ʔ o ʃ,,Bremer2016,,,^ m ə k ’ o ʃ $,default,ጮማ
Undulu-76_fatn-1,,Undulu,76_fatn,mok’oʃ,mok’oʃ,m o k ʔ o ʃ,,Bremer2016,,,^ m o k ’ o ʃ $,default,ጮማ
BelejeGonfoye-76_fatn-1,,BelejeGonfoye,76_fatn,k’oːsi,k’oːsi,k ʔ oː s i,,Bremer2016,,,^ k ’ oː s i $,default,ጮማ
Maiyu-77_otheranother-1,,Maiyu,77_otheranother,mánañ,mánañ,m á/a n a ɲ,,Bremer2016,,,^ m á n a ñ $,default,ሌላ
Fadashi-77_otheranother-1,,Fadashi,77_otheranother,maːmaŋ,maːmaŋ,m aː m a ŋ,,Bremer2016,,,^ m aː m a ŋ $,default,ሌላ
Undulu-77_otheranother-1,,Undulu,77_otheranother,mɓɪɗiŋgu,mɓɪɗiŋgu,m ɓ ɪ ɗ i ŋ g u,,Bremer2016,,,^ m ɓ ɪ ɗ i ŋ g u $,default,ሌላ
BelejeGonfoye-77_otheranother-1,,BelejeGonfoye,77_otheranother,mbə siʲe,mbə_siʲe,m b ə + s iʲ/i e,,Bremer2016,,,^ m b ə _ s iʲ e $,default,ሌላ
Maiyu-78_dawn-1,,Maiyu,78_dawn,mans’aré,mans’aré,m a n s ʔ a r é/e,,Bremer2016,,,^ m a ns ’ a r é $,default,ንጋት
Fadashi-78_dawn-1,,Fadashi,78_dawn,ansaːre,ansaːre,a n s aː r e,,Bremer2016,,,^ a ns aː r e $,default,ንጋት
Undulu-78_dawn-1,,Undulu,78_dawn,men͡dʒɛf,men͡dʒɛf,m e n dʒ ɛ f,,Bremer2016,,,^ m e n͡dʒ ɛ f $,default,ንጋት
BelejeGonfoye-78_dawn-1,,BelejeGonfoye,78_dawn,antʃ’ɛre,antʃ’ɛre,a n tʃ ʔ ɛ r e,,Bremer2016,,,^ a n tʃ ’ ɛ r e $,default,ንጋት
Maiyu-79_father-1,,Maiyu,79_father,abbá,abbá,a bː á/a,,Bremer2016,,,^ a bb á $,default,
Fadashi-79_father-1,,Fadashi,79_father,abːa,abːa,a bː a,,Bremer2016,,,^ a bː a $,default,
Undulu-79_father-1,,Undulu,79_father,aːb͡aiyó,aːb͡aiyó,aː b a i y ó/o,,Bremer2016,,,^ aː b͡a i y ó $,default,
BelejeGonfoye-79_father-1,,BelejeGonfoye,79_father,boːbo,boːbo,b oː b o,,Bremer2016,,,^ b oː b o $,default,
Maiyu-80_bedirty-1,,Maiyu,80_bedirty,diɗí,diɗí,d i ɗ í/i,,Bremer2016,,,^ d i ɗ í $,default,ቆሸሸ
Fadashi-80_bedirty-1,,Fadashi,80_bedirty,diːde,diːde,d iː d e,,Bremer2016,,,^ d iː d e $,default,ቆሸሸ
Undulu-80_bedirty-1,,Undulu,80_bedirty,bɛlɛsí,bɛlɛsí,b ɛ l ɛ s í/i,,Bremer2016,,,^ b ɛ l ɛ s í $,default,ቆሸሸ
BelejeGonfoye-80_bedirty-1,,BelejeGonfoye,80_bedirty,diːɗolo,diːɗolo,d iː ɗ o l o,,Bremer2016,,,^ d iː ɗ o l o $,default,ቆሸሸ
Maiyu-81_rope-1,,Maiyu,81_rope,"diːŋí, mʊrθa",diːŋí,d iː ŋ í/i,,Bremer2016,,,^ d iː ŋ í $,default,ገመድ
Maiyu-81_rope-2,,Maiyu,81_rope,"diːŋí, mʊrθa",mʊrθa,m ʊ r θ a,,Bremer2016,,,^ m ʊ r θ a $,default,ገመድ
Fadashi-81_rope-1,,Fadashi,81_rope,maːrá,maːrá,m aː r á/a,,Bremer2016,,,^ m aː r á $,default,ገመድ
Undulu-81_rope-1,,Undulu,81_rope,marθá,marθá,m a r θ á/a,,Bremer2016,,,^ m a r θ á $,default,ገመድ
BelejeGonfoye-81_rope-1,,BelejeGonfoye,81_rope,deːɲi,deːɲi,d eː ɲ i,,Bremer2016,,,^ d eː ɲ i $,default,ገመድ
Maiyu-82_teacher-1,,Maiyu,82_teacher,maːbə́ gɛrəŋí,maːbə́_gɛrəŋí,m aː b ə́/ə + g ɛ r ə ŋ í/i,,Bremer2016,,,^ m aː b ə́ _ g ɛ r ə ŋ í $,default,አስተማሪ
Fadashi-82_teacher-1,,Fadashi,82_teacher,nda gɛraʔi,nda_gɛraʔi,n d a + g ɛ r a ʔ i,,Bremer2016,,,^ n d a _ g ɛ r a ʔ i $,default,አስተማሪ
Undulu-82_teacher-1,,Undulu,82_teacher,ndá gɛraʔí,ndá_gɛraʔí,n d á/a + g ɛ r a ʔ í/i,,Bremer2016,,,^ n d á _ g ɛ r a ʔ í $,default,አስተማሪ
BelejeGonfoye-82_teacher-1,,BelejeGonfoye,82_teacher,mba amotiʷa are,mba_amotiʷa_are,m b a + a m o t iʷ/iu̯ a + a r e,,Bremer2016,,,^ m b a _ a m o t iʷ a _ a r e $,default,አስተማሪ
Maiyu-83_farmer-1,,Maiyu,83_farmer,maːbá p’áːlí,maːbá_p’áːlí,m aː b á/a + p ʔ áː/aː l í/i,,Bremer2016,,,^ m aː b á _ p ’ áː l í $,default,ገበሬ
Fadashi-83_farmer-1,,Fadashi,83_farmer,nda ɓálí,nda_ɓálí,n d a + ɓ á/a l í/i,,Bremer2016,,,^ n d a _ ɓ á l í $,default,ገበሬ
Undulu-83_farmer-1,,Undulu,83_farmer,ndá ɓɛ́lí,ndá_ɓɛ́lí,n d á/a + ɓ ɛ́/ɛ l í/i,,Bremer2016,,,^ n d á _ ɓ ɛ́ l í $,default,ገበሬ
BelejeGonfoye-83_farmer-1,,BelejeGonfoye,83_farmer,mba ɓəli,mba_ɓəli,m b a + ɓ ə l i,,Bremer2016,,,^ m b a _ ɓ ə l i $,default,ገበሬ
Maiyu-84_sewmend-1,,Maiyu,84_sewmend,gɔrá,gɔrá,g ɔ r á/a,,Bremer2016,,,^ g ɔ r á $,default,ሰፋ
Fadashi-84_sewmend-1,,Fadashi,84_sewmend,korá,korá,k o r á/a,,Bremer2016,,,^ k o r á $,default,ሰፋ
Undulu-84_sewmend-1,,Undulu,84_sewmend,goráfa,goráfa,g o r á/a f a,,Bremer2016,,,^ g o r á f a $,default,ሰፋ
BelejeGonfoye-84_sewmend-1,,BelejeGonfoye,84_sewmend,gorá(ne),gorá,g o r á/a,,Bremer2016,,,^ g o r á $,default,ሰፋ
Maiyu-85_yesterday-1,,Maiyu,85_yesterday,dʒíːdí,dʒíːdí,dʒ íː/iː d í/i,,Bremer2016,,,^ dʒ íː d í $,default,
Fadashi-85_yesterday-1,,Fadashi,85_yesterday,gíːjé,gíːjé,g íː/iː j é/e,,Bremer2016,,,^ g íː j é $,default,
Undulu-85_yesterday-1,,Undulu,85_yesterday,gɪfé,gɪfé,g ɪ f é/e,,Bremer2016,,,^ g ɪ f é $,default,
BelejeGonfoye-85_yesterday-1,,BelejeGonfoye,85_yesterday,maːgiːʲe,maːgiːʲe,m aː g iːʲ/iː e,,Bremer2016,,,^ m aː g iːʲ e $,default,
Maiyu-86_jump-1,,Maiyu,86_jump,gʊ́da,gʊ́da,g ʊ́/ʊ d a,,Bremer2016,,,^ g ʊ́ d a $,default,ዘለለ
Fadashi-86_jump-1,,Fadashi,86_jump,gúːɗɛ,gúːɗɛ,g úː/uː ɗ ɛ,,Bremer2016,,,^ g úː ɗ ɛ $,default,ዘለለ
Undulu-86_jump-1,,Undulu,86_jump,ho:ré,ho:ré,h oː r é/e,,Bremer2016,,,^ h o: r é $,default,ዘለለ
BelejeGonfoye-86_jump-1,,BelejeGonfoye,86_jump,hóɾé,hóɾé,h ó/o ɾ é/e,,Bremer2016,,,^ h ó ɾ é $,default,ዘለለ
Maiyu-87_baboon-1,,Maiyu,87_baboon,dʊ́ʷosh,dʊ́ʷosh,d ʊ́ʷ/ʊu̯ o sh/ʃ,,Bremer2016,,,^ d ʊ́ʷ o sh $,default,ዝንጀሮ
Fadashi-87_baboon-1,,Fadashi,87_baboon,duʔaʃ,duʔaʃ,d u ʔ a ʃ,,Bremer2016,,,^ d u ʔ a ʃ $,default,ዝንጀሮ
Undulu-87_baboon-1,,Undulu,87_baboon,tóːʃ,tóːʃ,t óː/oː ʃ,,Bremer2016,,,^ t óːʃ $,default,ዝንጀሮ
BelejeGonfoye-87_baboon-1,,BelejeGonfoye,87_baboon,doːʃi,doːʃi,d oː ʃ i,,Bremer2016,,,^ d oː ʃ i $,default,ዝንጀሮ
Maiyu-88_bedifferentdiffer-1,,Maiyu,88_bedifferentdiffer,ɗɛfəru,ɗɛfəru,ɗ ɛ f ə r u,,Bremer2016,,,^ ɗ ɛ f ə r u $,default,ተለየ
Fadashi-88_bedifferentdiffer-1,,Fadashi,88_bedifferentdiffer,faːra gundi,faːra_gundi,f aː r a + g u n d i,,Bremer2016,,,^ f aː r a _ g u n d i $,default,ተለየ
Undulu-88_bedifferentdiffer-1,,Undulu,88_bedifferentdiffer,dɛgasu úlú,dɛgasu_úlú,d ɛ g a s u + ú/u l ú/u,,Bremer2016,,,^ d ɛ g a s u _ ú l ú $,default,ተለየ
BelejeGonfoye-88_bedifferentdiffer-1,,BelejeGonfoye,88_bedifferentdiffer,aʔteʲʔe,aʔteʲʔe,a ʔ t eʲ/ei̯ ʔ e,,Bremer2016,,,^ a ʔ t eʲ ʔ e $,default,ተለየ
Maiyu-89_daybeforeyesterday-1,,Maiyu,89_daybeforeyesterday,dʒíːdímáŋ,dʒíːdímáŋ,dʒ íː/iː d í/i m á/a ŋ,,Bremer2016,,,^ dʒ íː d í m á ŋ $,default,ከትላንት ወዲያ
Fadashi-89_daybeforeyesterday-1,,Fadashi,89_daybeforeyesterday,giːʲa menːdo,giːʲa_menːdo,g iːʲ/iː a + m e nː d o,,Bremer2016,,,^ g iːʲ a _ m e nː d o $,default,ከትላንት ወዲያ
Undulu-89_daybeforeyesterday-1,,Undulu,89_daybeforeyesterday,mːóːsɛle,mːóːsɛle,mː óː/oː s ɛ l e,,Bremer2016,,,^ mː óːs ɛ l e $,default,ከትላንት ወዲያ
BelejeGonfoye-89_daybeforeyesterday-1,,BelejeGonfoye,89_daybeforeyesterday,uʔweː duɲku,uʔweː_duɲku,u ʔ w eː + d u ɲ k u,,Bremer2016,,,^ u ʔw eː _ d u ɲ k u $,default,ከትላንት ወዲያ
Maiyu-90_today-1,,Maiyu,90_today,ʃɛkɔŋ,ʃɛkɔŋ,ʃ ɛ k ɔ ŋ,,Bremer2016,,,^ ʃ ɛ k ɔ ŋ $,default,
Fadashi-90_today-1,,Fadashi,90_today,hosʃoɗaŋ,hosʃoɗaŋ,h o s ʃ o ɗ a ŋ,,Bremer2016,,,^ h o sʃ o ɗ a ŋ $,default,
Undulu-90_today-1,,Undulu,90_today,təkːolé,təkːolé,t ə kː o l é/e,,Bremer2016,,,^ t ə kː o l é $,default,
BelejeGonfoye-90_today-1,,BelejeGonfoye,90_today,toʷkulalo,toʷkulalo,t oʷ/ou̯ k u l a l o,,Bremer2016,,,^ t oʷ k u l a l o $,default,
Maiyu-91_grow-1,,Maiyu,91_grow,ɗáːŋa,ɗáːŋa,ɗ áː/aː ŋ a,,Bremer2016,,,^ ɗ áː ŋ a $,default,አደገ
Fadashi-91_grow-1,,Fadashi,91_grow,ɗuɲé,ɗuɲé,ɗ u ɲ é/e,,Bremer2016,,,^ ɗ u ɲ é $,default,አደገ
Undulu-91_grow-1,,Undulu,91_grow,ɗúɲé,ɗúɲé,ɗ ú/u ɲ é/e,,Bremer2016,,,^ ɗ ú ɲ é $,default,አደገ
BelejeGonfoye-91_grow-1,,BelejeGonfoye,91_grow,ɗuːɲe,ɗuːɲe,ɗ uː ɲ e,,Bremer2016,,,^ ɗ uː ɲ e $,default,አደገ
Maiyu-92_becold-1,,Maiyu,92_becold,ɗɛʃí,ɗɛʃí,ɗ ɛ ʃ í/i,,Bremer2016,,,^ ɗ ɛ ʃ í $,default,ቀዘቀዘ
Fadashi-92_becold-1,,Fadashi,92_becold,ɗaːʃé,ɗaːʃé,ɗ aː ʃ é/e,,Bremer2016,,,^ ɗ aː ʃ é $,default,ቀዘቀዘ
Undulu-92_becold-1,,Undulu,92_becold,ɗaʃé,ɗaʃé,ɗ a ʃ é/e,,Bremer2016,,,^ ɗ a ʃ é $,default,ቀዘቀዘ
BelejeGonfoye-92_becold-1,,BelejeGonfoye,92_becold,ɗaːse,ɗaːse,ɗ aː s e,,Bremer2016,,,^ ɗ aː s e $,default,ቀዘቀዘ
Maiyu-93_ask-1,,Maiyu,93_ask,ɗɔk’ɔθa,ɗɔk’ɔθa,ɗ ɔ k ʔ ɔ θ a,,Bremer2016,,,^ ɗ ɔ k ’ ɔ θ a $,default,ጠየቀ
Fadashi-93_ask-1,,Fadashi,93_ask,ɗokoθa,ɗokoθa,ɗ o k o θ a,,Bremer2016,,,^ ɗ o k o θ a $,default,ጠየቀ
Undulu-93_ask-1,,Undulu,93_ask,dukuθa,dukuθa,d u k u θ a,,Bremer2016,,,^ d u k u θ a $,default,ጠየቀ
BelejeGonfoye-93_ask-1,,BelejeGonfoye,93_ask,dokolɛne,dokolɛne,d o k o l ɛ n e,,Bremer2016,,,^ d o k o l ɛ n e $,default,ጠየቀ
Maiyu-94_sitsitdown-1,,Maiyu,94_sitsitdown,ɗɔŋɔ́ʃa,ɗɔŋɔ́ʃa,ɗ ɔ ŋ ɔ́/ɔ ʃ a,,Bremer2016,,,^ ɗ ɔ ŋ ɔ́ ʃ a $,default,ተቀመጠ
Fadashi-94_sitsitdown-1,,Fadashi,94_sitsitdown,ɗoŋoʃa,ɗoŋoʃa,ɗ o ŋ o ʃ a,,Bremer2016,,,^ ɗ o ŋ o ʃ a $,default,ተቀመጠ
Undulu-94_sitsitdown-1,,Undulu,94_sitsitdown,ʃəŋóːθa,ʃəŋóːθa,ʃ ə ŋ óː/oː θ a,,Bremer2016,,,^ ʃ ə ŋ óː θ a $,default,ተቀመጠ
BelejeGonfoye-94_sitsitdown-1,,BelejeGonfoye,94_sitsitdown,ɗoŋose,ɗoŋose,ɗ o ŋ o s e,,Bremer2016,,,^ ɗ o ŋ o s e $,default,ተቀመጠ
Maiyu-95_beshort-1,,Maiyu,95_beshort,ɗʊ́gurí,ɗʊ́gurí,ɗ ʊ́/ʊ g u r í/i,,Bremer2016,,,^ ɗ ʊ́ g u r í $,default,አጠረ
Fadashi-95_beshort-1,,Fadashi,95_beshort,tʃ’ɪdɛri,tʃ’ɪdɛri,tʃ ʔ ɪ d ɛ r i,,Bremer2016,,,^ tʃ ’ ɪ d ɛ r i $,default,አጠረ
Undulu-95_beshort-1,,Undulu,95_beshort,dʒidɛri,dʒidɛri,dʒ i d ɛ r i,,Bremer2016,,,^ dʒ i d ɛ r i $,default,አጠረ
BelejeGonfoye-95_beshort-1,,BelejeGonfoye,95_beshort,k’ideɾe,k’ideɾe,k ʔ i d e ɾ e,,Bremer2016,,,^ k ’ i d e ɾ e $,default,አጠረ
Maiyu-96_smoken-1,,Maiyu,96_smoken,ɗʊːθa,ɗʊːθa,ɗ ʊː θ a,,Bremer2016,,,^ ɗ ʊː θ a $,default,ጭስ
Fadashi-96_smoken-1,,Fadashi,96_smoken,ɗoːθa,ɗoːθa,ɗ oː θ a,,Bremer2016,,,^ ɗ oː θ a $,default,ጭስ
Undulu-96_smoken-1,,Undulu,96_smoken,ɗuːθa,ɗuːθa,ɗ uː θ a,,Bremer2016,,,^ ɗ uː θ a $,default,ጭስ
BelejeGonfoye-96_smoken-1,,BelejeGonfoye,96_smoken,ɗuːla,ɗuːla,ɗ uː l a,,Bremer2016,,,^ ɗ uː l a $,default,ጭስ
Maiyu-97_judgev-1,,Maiyu,97_judgev,fə́rada,fə́rada,f ə́/ə r a d a,,Bremer2016,,,^ f ə́ r a d a $,default,ፈረደ
Fadashi-97_judgev-1,,Fadashi,97_judgev,"fárada, haga mofa",fárada,f á/a r a d a,,Bremer2016,,,^ f á r a d a $,default,ፈረደ
Fadashi-97_judgev-2,,Fadashi,97_judgev,"fárada, haga mofa",haga_mofa,h a g a + m o f a,,Bremer2016,,,^ h a g a _ m o f a $,default,ፈረደ
Undulu-97_judgev-1,,Undulu,97_judgev,haga mofa,haga_mofa,h a g a + m o f a,,Bremer2016,,,^ h a g a _ m o f a $,default,ፈረደ
BelejeGonfoye-97_judgev-1,,BelejeGonfoye,97_judgev,ne k’ilogɛ nɛne,ne_k’ilogɛ_nɛne,n e + k ʔ i l o g ɛ + n ɛ n e,,Bremer2016,,,^ n e _ k ’ i l o g ɛ _ n ɛ n e $,default,ፈረደ
Fadashi-98_proudconceited-1,,Fadashi,98_proudconceited,ʃoːfaʔi,ʃoːfaʔi,ʃ oː f a ʔ i,,Bremer2016,,,^ ʃ oː f a ʔ i $,default,ኩራተኛ
Undulu-98_proudconceited-1,,Undulu,98_proudconceited,kiθ kɛné,kiθ_kɛné,k i θ + k ɛ n é/e,,Bremer2016,,,^ k i θ _ k ɛ n é $,default,ኩራተኛ
BelejeGonfoye-98_proudconceited-1,,BelejeGonfoye,98_proudconceited,hoɓəde,hoɓəde,h o ɓ ə d e,,Bremer2016,,,^ h o ɓ ə d e $,default,ኩራተኛ
Maiyu-99_oil-1,,Maiyu,99_oil,k’ɔʃ,k’ɔʃ,k ʔ ɔ ʃ,,Bremer2016,,,^ k ’ ɔ ʃ $,default,ዘይት
Fadashi-99_oil-1,,Fadashi,99_oil,k’oʃ,k’oʃ,k ʔ o ʃ,,Bremer2016,,,^ k ’ o ʃ $,default,ዘይት
Undulu-99_oil-1,,Undulu,99_oil,k’oʃ,k’oʃ,k ʔ o ʃ,,Bremer2016,,,^ k ’ o ʃ $,default,ዘይት
BelejeGonfoye-99_oil-1,,BelejeGonfoye,99_oil,k’oɾi,k’oɾi,k ʔ o ɾ i,,Bremer2016,,,^ k ’ o ɾ i $,default,ዘይት
Maiyu-100_boat-1,,Maiyu,100_boat,k’urfe,k’urfe,k ʔ u r f e,,Bremer2016,,,^ k ’ u r f e $,default,መርከብ
Fadashi-100_boat-1,,Fadashi,100_boat,k’urfe,k’urfe,k ʔ u r f e,,Bremer2016,,,^ k ’ u r f e $,default,መርከብ
Undulu-100_boat-1,,Undulu,100_boat,bidɛru,bidɛru,b i d ɛ r u,,Bremer2016,,,^ b i d ɛ r u $,default,መርከብ
Maiyu-101_again-1,,Maiyu,101_again,fíʃ,fíʃ,f í/i ʃ,,Bremer2016,,,^ f í ʃ $,default,ኣንደገና
Fadashi-101_again-1,,Fadashi,101_again,moːθeju / fiʃ,moːθeju,m oː θ e j u,,Bremer2016,,,^ m oː θ e j u $,default,ኣንደገና
Fadashi-101_again-2,,Fadashi,101_again,moːθeju / fiʃ,fiʃ,f i ʃ,,Bremer2016,,,^ f i ʃ $,default,ኣንደገና
Undulu-101_again-1,,Undulu,101_again,mɪʃiŋ́̊,mɪʃiŋ́̊,m ɪ ʃ i ŋ́̊/ŋ̍,,Bremer2016,,,^ m ɪ ʃ i ŋ́̊ $,default,ኣንደገና
BelejeGonfoye-101_again-1,,BelejeGonfoye,101_again,ŋolalolo,ŋolalolo,ŋ o l a l o l o,,Bremer2016,,,^ ŋ o l a l o l o $,default,ኣንደገና
Maiyu-102_money-1,,Maiyu,102_money,fʊːda,fʊːda,f ʊː d a,,Bremer2016,,,^ f ʊː d a $,default,ገንዘብ
Fadashi-102_money-1,,Fadashi,102_money,hoːda,hoːda,h oː d a,,Bremer2016,,,^ h oː d a $,default,ገንዘብ
Undulu-102_money-1,,Undulu,102_money,birɗi,birɗi,b i r ɗ i,,Bremer2016,,,^ b i r ɗ i $,default,ገንዘብ
BelejeGonfoye-102_money-1,,BelejeGonfoye,102_money,sɪmbɪli,sɪmbɪli,s ɪ m b ɪ l i,,Bremer2016,,,^ s ɪ m b ɪ l i $,default,ገንዘብ
Maiyu-103_rabbit-1,,Maiyu,103_rabbit,fʊ́ːfúr,fʊ́ːfúr,f ʊ́ː/ʊː f ú/u r,,Bremer2016,,,^ f ʊ́ː f ú r $,default,ጥንቸል
Fadashi-103_rabbit-1,,Fadashi,103_rabbit,hóːhór,hóːhór,h óː/oː h ó/o r,,Bremer2016,,,^ h óːh ó r $,default,ጥንቸል
Undulu-103_rabbit-1,,Undulu,103_rabbit,fúːfúr,fúːfúr,f úː/uː f ú/u r,,Bremer2016,,,^ f úː f ú r $,default,ጥንቸል
BelejeGonfoye-103_rabbit-1,,BelejeGonfoye,103_rabbit,aːʷoːɾi,aːʷoːɾi,aːʷ/aːu̯ oː ɾ i,,Bremer2016,,,^ aːʷ oː ɾ i $,default,ጥንቸል
Maiyu-104_beforetime-1,,Maiyu,104_beforetime,gə́bʊl,gə́bʊl,g ə́/ə b ʊ l,,Bremer2016,,,^ g ə́ b ʊ l $,default,በፊት
Fadashi-104_beforetime-1,,Fadashi,104_beforetime,ɓəɗé,ɓəɗé,ɓ ə ɗ é/e,,Bremer2016,,,^ ɓ ə ɗ é $,default,በፊት
Undulu-104_beforetime-1,,Undulu,104_beforetime,ɓɛɗé,ɓɛɗé,ɓ ɛ ɗ é/e,,Bremer2016,,,^ ɓ ɛ ɗ é $,default,በፊት
BelejeGonfoye-104_beforetime-1,,BelejeGonfoye,104_beforetime,lara gundi,lara_gundi,l a r a + g u n d i,,Bremer2016,,,^ l a r a _ g u n d i $,default,በፊት
Maiyu-105_bamboo-1,,Maiyu,105_bamboo,kaːgú,kaːgú,k aː g ú/u,,Bremer2016,,,^ k aː g ú $,default,ቀርከሀ
Fadashi-105_bamboo-1,,Fadashi,105_bamboo,kaːgú,kaːgú,k aː g ú/u,,Bremer2016,,,^ k aː g ú $,default,ቀርከሀ
Undulu-105_bamboo-1,,Undulu,105_bamboo,gaːgú,gaːgú,g aː g ú/u,,Bremer2016,,,^ g aː g ú $,default,ቀርከሀ
BelejeGonfoye-105_bamboo-1,,BelejeGonfoye,105_bamboo,kaːgu,kaːgu,k aː g u,,Bremer2016,,,^ k aː g u $,default,ቀርከሀ
Maiyu-106_begreen-1,,Maiyu,106_begreen,gɛlasí,gɛlasí,g ɛ l a s í/i,,Bremer2016,,,^ g ɛ l a s í $,default,አረንጓዴ ሆነ
Fadashi-106_begreen-1,,Fadashi,106_begreen,galasí,galasí,g a l a s í/i,,Bremer2016,,,^ g a l a s í $,default,አረንጓዴ ሆነ
Undulu-106_begreen-1,,Undulu,106_begreen,galazí,galazí,g a l a z í/i,,Bremer2016,,,^ g a l a z í $,default,አረንጓዴ ሆነ
BelejeGonfoye-106_begreen-1,,BelejeGonfoye,106_begreen,mbə gɛgɛdəkɛdi,mbə_gɛgɛdəkɛdi,m b ə + g ɛ g ɛ d ə k ɛ d i,,Bremer2016,,,^ m b ə _ g ɛ g ɛ d ə k ɛ d i $,default,አረንጓዴ ሆነ
Maiyu-107_dew-1,,Maiyu,107_dew,gas’iʲa,gas’iʲa,g a s ʔ iʲ/i a,,Bremer2016,,,^ g a s ’ iʲ a $,default,ጤዛ
Fadashi-107_dew-1,,Fadashi,107_dew,gas’ia,gas’ia,g a s ʔ i a,,Bremer2016,,,^ g a s ’ i a $,default,ጤዛ
Undulu-107_dew-1,,Undulu,107_dew,gas’ia,gas’ia,g a s ʔ i a,,Bremer2016,,,^ g a s ’ i a $,default,ጤዛ
BelejeGonfoye-107_dew-1,,BelejeGonfoye,107_dew,k’ɛtʃ’iʲa,k’ɛtʃ’iʲa,k ʔ ɛ tʃ ʔ iʲ/i a,,Bremer2016,,,^ k ’ ɛ tʃ ’ iʲ a $,default,ጤዛ
Maiyu-108_greetvisit-1,,Maiyu,108_greetvisit,geːra,geːra,g eː r a,,Bremer2016,,,^ g eː r a $,default,ሰላም አለ
Fadashi-108_greetvisit-1,,Fadashi,108_greetvisit,gɛːra,gɛːra,g ɛː r a,,Bremer2016,,,^ g ɛː r a $,default,ሰላም አለ
Undulu-108_greetvisit-1,,Undulu,108_greetvisit,gɛːré,gɛːré,g ɛː r é/e,,Bremer2016,,,^ g ɛː r é $,default,ሰላም አለ
BelejeGonfoye-108_greetvisit-1,,BelejeGonfoye,108_greetvisit,gera,gera,g e r a,,Bremer2016,,,^ g e r a $,default,ሰላም አለ
Maiyu-109_oneday-1,,Maiyu,109_oneday,jom,jom,j o m,,Bremer2016,,,^ j o m $,default,
Fadashi-109_oneday-1,,Fadashi,109_oneday,muːzeju manenku,muːzeju_manenku,m uː z e j u + m a n e n k u,,Bremer2016,,,^ m uː z e j u _ m a n e n k u $,default,
Undulu-109_oneday-1,,Undulu,109_oneday,munzóː munenko,munzóː_munenko,m u n z óː/oː + m u n e n k o,,Bremer2016,,,^ m u n z óː _ m u n e n k o $,default,
BelejeGonfoye-109_oneday-1,,BelejeGonfoye,109_oneday,le mʷoɲʃo,le_mʷoɲʃo,l e + mʷ o ɲ ʃ o,,Bremer2016,,,^ l e _ mʷ o ɲʃ o $,default,
Maiyu-110_or-1,,Maiyu,110_or,wɛlːa,wɛlːa,w ɛ lː a,,Bremer2016,,,^ w ɛ lː a $,default,ወይም
Fadashi-110_or-1,,Fadashi,110_or,wɛ́lːa,wɛ́lːa,w ɛ́/ɛ lː a,,Bremer2016,,,^ w ɛ́ lː a $,default,ወይም
Undulu-110_or-1,,Undulu,110_or,wɛ́lːa,wɛ́lːa,w ɛ́/ɛ lː a,,Bremer2016,,,^ w ɛ́ lː a $,default,ወይም
BelejeGonfoye-110_or-1,,BelejeGonfoye,110_or,mbeːʔe,mbeːʔe,m b eː ʔ e,,Bremer2016,,,^ m b eː ʔ e $,default,ወይም
